time,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8
12:25:24.662,-0.01,-0.01,0,0,-0.01,0,0,-0.01
12:25:24.675,0.01,0,0,0,0.01,-0.02,-0.02,0
12:25:24.686,0.01,0,0,0,0.01,-0.02,-0.02,0
12:25:24.698,0,-0.01,0,0,0,0,0,0
12:25:24.709,0,-0.01,0,0,0,0,0,0
12:25:24.718,0,0,0,0,-0.01,0,-0.02,0
12:25:24.731,0,-0.01,0,0,0,0,-0.01,0
12:25:24.775,-0.01,0,0,-0.01,-0.02,0,0,0
12:25:24.788,-0.01,0,0,0,-0.01,-0.01,0,0
12:25:24.802,0,-0.01,0,0,0,0,-0.01,0
12:25:24.812,-0.01,0,0,0,0,-0.01,0,0
12:25:24.823,-0.01,0,0,0,0,-0.01,0,0
12:25:24.834,0,-0.01,-0.01,-0.02,-0.02,0.01,0,0
12:25:24.877,0,0,0,-0.01,0.01,0,0,-0.02
12:25:24.887,0,0,0,-0.01,0.01,0,0,-0.02
12:25:24.898,0,0,0,-0.01,0,0,0,-0.02
12:25:24.914,0,0,0,0,-0.01,0,-0.01,0.01
12:25:24.929,-0.01,-0.01,-0.02,0,-0.01,-0.01,0.01,0
12:25:24.940,0,-0.01,-0.01,0.01,-0.01,-0.02,-0.02,0
12:25:24.950,0,0,0,0,-0.01,0,0,0
12:25:24.995,0,-0.01,0,0,0,0,-0.01,0
12:25:25.007,0,-0.01,0,0,0,0,-0.01,0
12:25:25.020,-0.01,0,0,0,0,0,0,0
12:25:25.031,0,0.01,0,0,0,0,0,-0.01
12:25:25.042,0,-0.01,-0.01,-0.01,0,0,0,-0.01
12:25:25.054,0.01,0,0,0.01,-0.01,0,0.01,0
12:25:25.111,-0.01,0.01,-0.01,0,0,0,-0.01,-0.01
12:25:25.120,-0.01,0.01,-0.01,0,0,0,-0.01,-0.01
12:25:25.132,-0.01,0,0,0,0,0,0,0
12:25:25.144,-0.01,0,0,0,0,0,0,0
12:25:25.154,0,0,0,0,0.01,0,-0.01,0
12:25:25.164,0,0,0,0,-0.01,0,0,0
12:25:25.207,0,0,0,-0.02,-0.01,0,0,0
12:25:25.219,-0.01,0,-0.01,0,-0.01,0,0,0
12:25:25.230,0,-0.02,0,0,0,0,0,0
12:25:25.242,0,-0.02,0,0,0,0,0,0
12:25:25.255,0,0,0,0,0,-0.01,-0.02,0
12:25:25.265,0,-0.01,-0.01,-0.01,0,0,0,-0.01
12:25:25.275,0,0,-0.01,0,0,0,0,0
12:25:25.317,-0.01,-0.02,0,-0.01,0,0,0,0
12:25:25.327,-0.01,0,-0.01,-0.02,0,0,0,0
12:25:25.339,0,0,-0.02,0,-0.01,0,0,-0.01
12:25:25.350,0,0,-0.01,0,0.01,0,0,0
12:25:25.365,0,0,-0.01,0,0.01,0,0,0
12:25:25.380,0,0,-0.02,0,-0.01,-0.01,-0.01,0
12:25:25.445,0,0,0,0,0,0,-0.01,0
12:25:25.458,0,0,0,0,-0.01,0,0,0
12:25:25.469,0,-0.01,-0.01,-0.01,0,-0.01,-0.01,0
12:25:25.482,-0.01,0,0,0,-0.02,0,0,0
12:25:25.498,0,0,0,0,-0.01,0,0,-0.01
12:25:25.556,0,-0.01,0,-0.01,0,-0.01,-0.01,0
12:25:25.570,0,-0.01,0,-0.01,0,-0.01,-0.01,0
12:25:25.582,0,0,-0.01,-0.01,0,-0.01,-0.02,0
12:25:25.594,0,0,-0.01,-0.01,0,-0.03,-0.04,-0.01
12:25:25.604,-0.01,0,0,-0.01,0,-0.02,-0.01,-0.01
12:25:25.664,-0.01,-0.01,-0.01,0,0,0.01,0.01,0
12:25:25.677,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,0
12:25:25.692,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,0
12:25:25.706,0,0.01,0,0,-0.01,0,0,0.01
12:25:25.718,0,-0.01,-0.01,-0.02,0,0,0.02,0
12:25:25.766,-0.02,0,0,0,0,-0.01,-0.01,0
12:25:25.777,0,-0.01,0,-0.01,-0.02,0,0,0
12:25:25.789,0,-0.01,0,-0.01,-0.02,0,0,0
12:25:25.800,0,0,0,0,0,-0.02,-0.01,0
