New EMG times,currentData_1,currentData_2,currentData_3,currentData_4,currentData_5,currentData_6,currentData_7,currentData_8,thumb,index,middle,ring,little
35:12.763,0,0,-0.06,0,0.07,0.18,0.03,0.04,175.600934097843,151.613238140538,150.852063483137,160.404807022074,160.404807022074
35:12.805,0,0,-0.02,0.03,0,0,-0.24,-0.04,175.535175301549,151.444519218363,150.811281709388,160.295638050245,160.295638050245
35:12.815,-0.02,-0.06,-0.07,-0.05,0,-0.04,-0.07,0,175.469416505256,151.275800296189,150.770499935639,160.186469078418,160.186469078418
35:12.825,-0.02,-0.06,-0.07,-0.05,0,-0.04,-0.07,0,175.474135265268,151.27731253677,150.797797292477,160.22075304663,160.22075304663
35:12.835,-0.02,-0.03,-0.08,-0.04,-0.08,-0.23,-0.5,-0.16,175.47885402528,151.278824777352,150.825094649316,160.255037014843,160.255037014843
35:12.845,-0.02,-0.03,-0.08,-0.04,-0.08,-0.23,-0.5,-0.16,175.483572785292,151.280337017933,150.852392006154,160.289320983054,160.289320983054
35:12.857,0.01,0.04,0.08,0.02,0.01,0.1,0.13,0.05,175.488291545304,151.281849258514,150.879689362992,160.323604951266,160.323604951266
35:12.868,0.01,0.04,0.08,0.02,0.01,0.1,0.13,0.05,175.493010305316,151.283361499096,150.906986719831,160.357888919479,173.292127046312
35:12.914,-0.01,-0.04,-0.09,-0.02,-0.05,-0.53,0.02,0,175.412548985034,151.111422816317,150.751907323069,160.178811140657,160.178811140657
35:12.925,-0.01,-0.04,-0.09,-0.02,-0.05,-0.53,0.02,0,175.332087664754,150.939484133534,150.596827926307,159.99973336183,159.99973336183
35:12.938,-0.01,-0.04,-0.09,-0.02,-0.05,-0.53,0.02,0,175.251626344474,150.767545450755,150.441748529545,159.820655583007,159.820655583007
35:12.951,0,-0.02,0,-0.01,0.03,0.33,-0.01,-0.02,175.17116502419,150.595606767969,150.286669132784,159.641577804181,159.641577804181
35:12.961,0,-0.01,-0.01,-0.01,0.04,0.25,-0.03,0,174.982002853641,150.75984524906,150.53145159399,159.982767909838,159.982767909838
35:12.971,0.02,-0.03,0.02,-0.01,-0.06,-0.22,0.1,0.02,174.792840683098,150.924083730151,150.776234055193,160.323958015491,160.323958015491
35:12.984,0,-0.06,-0.11,-0.03,-0.02,-0.18,-0.05,0,174.603678512551,151.088322211242,151.021016516395,160.665148121145,160.665148121145
35:13.030,0.01,0,-0.02,0.02,0.08,0.16,0.19,-0.03,174.419178587215,151.007062191694,150.95787833445,160.526781474848,160.526781474848
35:13.045,0,0,-0.06,-0.01,0.01,0.29,0.04,-0.01,174.234678661882,150.925802172147,150.894740152504,160.388414828552,160.388414828552
35:13.056,0,0.06,0.12,-0.01,-0.06,-0.02,-0.18,0,174.178044212082,150.934864411199,150.883291087523,160.385657999649,160.385657999649
35:13.070,0,0.06,0.12,-0.01,-0.06,-0.02,-0.18,0,174.121409762281,150.943926650251,150.871842022542,160.382901170746,160.382901170746
35:13.083,-0.01,-0.04,-0.08,-0.04,-0.08,-0.33,-0.06,-0.01,174.064775312481,150.952988889303,150.860392957562,160.380144341843,160.380144341843
35:13.092,-0.01,0,0.03,0.02,0,-0.04,0.08,0.02,174.008140862679,150.962051128355,150.848943892581,160.37738751294,160.37738751294
35:13.142,0.02,-0.07,-0.12,0.05,0.07,-0.03,0.05,0.07,173.951506412879,150.971113367407,150.837494827601,160.374630684037,173.922168704582
35:13.153,-0.02,0.01,0,-0.04,-0.04,0.1,0.03,-0.06,173.848279937947,150.60271181869,150.459579405506,160.061719147707,160.061719147707
35:13.164,0,0,0,0.02,0.07,0.38,0.01,-0.04,173.745053463012,150.234310269974,150.081663983408,159.748807611373,159.748807611373
35:13.174,-0.03,0,-0.15,-0.07,-0.1,0.13,0.03,-0.01,173.641826988081,149.865908721265,149.703748561311,159.435896075047,159.435896075047
35:13.186,-0.03,0,-0.15,-0.07,-0.1,0.13,0.03,-0.01,173.53860051315,149.497507172557,149.325833139221,159.122984538713,159.122984538713
35:13.195,0,0.04,0.17,0,0,-0.36,-0.11,-0.03,173.58594694885,149.776767864274,149.537790069413,159.04750427701,159.04750427701
35:13.239,-0.01,-0.02,-0.12,-0.04,-0.06,-0.23,0.04,-0.01,173.63329338455,150.056028555995,149.749746999605,158.972024015307,158.972024015307
35:13.251,-0.01,-0.02,-0.12,-0.04,-0.06,-0.23,0.04,-0.01,173.630314152344,149.969289789103,149.72589565883,158.963312217108,158.963312217108
35:13.262,-0.03,-0.01,-0.04,-0.03,0,0,-0.1,0,173.627334920139,149.882551022209,149.702044318055,158.954600418909,158.954600418909
35:13.277,0,0,-0.06,0,0.04,0.15,0.06,0.01,173.624355687934,149.795812255317,149.67819297728,158.94588862071,158.94588862071
35:13.288,0,0,-0.06,0,0.04,0.15,0.06,0.01,173.48283756739,149.591056106208,149.604476345155,158.967527601948,158.967527601948
35:13.299,0,0,-0.06,0,0.04,0.15,0.06,0.01,173.341319446843,149.386299957096,149.53075971303,158.989166583186,158.989166583186
35:13.349,0,-0.03,0.02,0.03,0.08,0.25,0.02,0,173.381226769148,149.498089378036,149.507581651115,158.978884863264,158.978884863264
35:13.360,-0.01,0.01,-0.08,0,0.02,0.16,-0.38,0,173.421134091454,149.609878798979,149.484403589199,158.968603143341,158.968603143341
35:13.371,-0.01,0.01,-0.08,0,0.02,0.16,-0.38,0,173.461041413759,149.721668219918,149.461225527284,158.958321423419,158.958321423419
35:13.381,0.02,0.05,0.17,0.04,0.06,0.14,0.03,-0.02,173.500948736064,149.83345764086,149.438047465368,158.948039703496,158.948039703496
35:13.390,0,0.2,0.62,-0.01,-0.04,-0.1,-0.43,-0.06,173.538522252557,149.719146677486,149.26288571726,158.795847394696,158.795847394696
35:13.400,0.01,0,0,0,0.03,0.03,0.2,0.04,173.576095769052,149.604835714112,149.087723969154,158.643655085896,158.643655085896
35:13.410,0.01,0,0,0,0.03,0.03,0.2,0.04,173.613669285545,149.490524750738,148.912562221049,158.491462777092,158.491462777092
35:13.421,0.01,0.04,0.24,0.04,0.04,-0.03,0.14,0.01,173.65124280204,149.37621378736,148.737400472935,158.339270468288,158.339270468288
35:13.461,0,-0.02,-0.03,-0.01,-0.06,-0.52,0.38,0,173.709924357252,149.460626885136,148.756127408719,158.370811789623,158.370811789623
35:13.473,0.02,0.02,-0.01,0.02,0.02,0.01,-0.05,0.04,173.768605912464,149.545039982911,148.774854344502,158.402353110957,158.402353110957
35:13.483,-0.02,0.01,0.03,-0.02,-0.01,0.21,0.35,-0.02,173.827287467675,149.629453080686,148.793581280285,158.43389443229,158.43389443229
35:13.493,-0.02,0.01,0.03,-0.02,-0.01,0.21,0.35,-0.02,173.678681330872,149.502140146233,148.789655130601,158.49931647009,158.49931647009
35:13.505,0.03,0.01,0.02,0.02,0.06,0.43,-0.15,0.04,173.530075194063,149.374827211781,148.785728980918,158.56473850789,158.56473850789
35:13.515,0,-0.07,-0.24,-0.05,-0.05,0.02,-0.22,-0.05,173.381469057251,149.247514277329,148.781802831234,158.630160545688,158.630160545688
35:13.527,0,-0.07,-0.24,-0.05,-0.05,0.02,-0.22,-0.05,173.232862920438,149.120201342874,148.77787668155,158.69558258349,158.69558258349
35:13.567,0.02,0.01,0.12,0.04,0.09,0.26,0.11,0.04,173.379256238857,149.057695893212,148.551008871076,158.514832656994,158.514832656994
35:13.576,0.07,-0.07,0.07,-0.01,-0.14,-0.36,-0.38,-0.15,173.525649557274,148.995190443552,148.324141060606,158.3340827305,158.3340827305
35:13.586,0,0.01,0.15,0,0,-0.04,-0.15,-0.02,173.513509056465,148.996903829439,148.262714162809,158.232320063997,158.232320063997
35:13.597,-0.02,-0.01,-0.14,-0.04,-0.11,-0.37,0.08,-0.08,173.501368555656,148.998617215326,148.20128726501,158.13055739749,158.13055739749
35:13.607,-0.02,-0.01,-0.14,-0.04,-0.11,-0.37,0.08,-0.08,173.489228054848,149.000330601214,148.139860367211,158.028794730988,158.028794730988
35:13.620,-0.05,-0.04,-0.03,0,-0.08,-0.21,0.05,0.02,173.47708755404,149.002043987101,148.078433469414,157.927032064486,157.927032064486
35:13.630,-0.06,0.04,0.02,0.02,0.02,0.04,-0.18,-0.02,173.464947053231,149.003757372988,148.017006571616,157.825269397981,157.825269397981
35:13.640,0.02,-0.05,-0.04,0.03,0.06,0.4,0.08,0.02,173.452806552423,149.005470758875,147.955579673819,157.72350673148,174.844433321125
35:13.682,-0.01,-0.01,0.01,0,-0.06,-0.37,0.29,-0.01,173.476455953371,149.207063961992,148.134331688208,157.88259312023,157.88259312023
35:13.697,0.01,0.04,-0.03,-0.02,-0.06,-0.2,0.11,0,173.500105354318,149.40865716511,148.3130837026,158.04167950898,158.04167950898
35:13.714,0,0,-0.08,-0.02,-0.01,-0.26,0.01,0.07,173.523754755265,149.61025036823,148.491835716992,158.200765897731,158.200765897731
35:13.726,-0.02,-0.02,0.05,0.01,0.01,0.12,0.25,0,173.688396078745,149.661370314588,148.536121216656,158.260527410725,158.260527410725
35:13.738,-0.02,-0.03,0,-0.03,-0.05,-0.25,-0.13,-0.01,173.853037402227,149.712490260945,148.580406716321,158.320288923719,158.320288923719
35:13.748,-0.01,0,-0.11,-0.02,-0.02,0.19,-0.12,0,174.017678725704,149.763610207301,148.624692215983,158.380050436713,158.380050436713
35:13.792,-0.04,0,-0.03,-0.02,0.01,-0.22,-0.06,-0.03,173.986148496438,149.824201738085,148.688468804253,158.429683831123,158.429683831123
35:13.807,0,-0.04,0,-0.02,-0.06,-0.14,0.2,0.04,173.954618267171,149.88479326887,148.752245392525,158.479317225534,158.479317225534
35:13.820,0.01,0,0.02,-0.02,0,-0.05,-0.03,0,173.923088037905,149.945384799653,148.816021980794,158.528950619942,158.528950619942
35:13.830,0.01,0,0.02,-0.02,0,-0.05,-0.03,0,173.891557808639,150.005976330437,148.879798569063,158.578584014351,158.578584014351
35:13.841,0.03,0,-0.03,0.03,0.05,-0.09,-0.04,0.04,173.616181347519,149.929941430169,148.852815495239,158.340878880175,158.340878880175
35:13.852,0,0.01,0.05,0,0,-0.03,-0.32,-0.04,173.3408048864,149.8539065299,148.825832421415,158.103173746002,158.103173746002
35:13.894,0,-0.1,-0.17,-0.05,0,0.17,0.12,0.03,173.239985038768,149.706221571905,148.571916523979,157.939833223974,157.939833223974
35:13.906,0,0.03,0.07,0,-0.04,-0.29,-0.06,-0.01,173.139165191136,149.558536613917,148.318000626547,157.776492701949,157.776492701949
35:13.916,-0.01,-0.01,-0.02,0,-0.03,-0.08,-0.04,-0.08,173.038345343502,149.410851655921,148.064084729107,157.613152179922,157.613152179922
35:13.927,-0.01,-0.01,-0.07,0,0.04,0.04,-0.3,0,172.934127447834,149.461137682489,148.152894150844,157.820011037584,157.820011037584
35:13.936,-0.01,-0.01,-0.07,0,0.04,0.04,-0.3,0,172.829909552169,149.511423709057,148.241703572581,158.02686989525,158.02686989525
35:13.948,0,0.06,0.13,0.01,0.01,0.21,-0.06,-0.01,172.725691656495,149.561709735625,148.330512994322,158.233728752915,158.233728752915
35:13.961,0,0.03,0.06,0,-0.05,-0.27,0.21,0.01,172.621473760824,149.611995762192,148.419322416059,158.440587610577,158.440587610577
35:14.003,0,-0.08,-0.17,-0.01,0,-0.32,0.08,-0.02,172.909177574416,149.64585458679,148.57329000722,158.552848185424,158.552848185424
35:14.013,0.01,0,0.02,0,0.03,0.12,0.05,0.03,173.196881388012,149.679713411389,148.727257598381,158.665108760271,158.665108760271
35:14.024,0.01,-0.03,0,0.02,0.06,0.21,0.11,0,173.228555845781,149.678310160695,148.753232842308,158.660540680511,158.660540680511
35:14.034,0.01,-0.03,0,0.02,0.06,0.21,0.11,0,173.26023030355,149.676906910001,148.779208086235,158.655972600751,158.655972600751
35:14.047,0,0.01,0.03,-0.01,-0.01,0.14,-0.06,0,173.291904761319,149.675503659307,148.805183330162,158.651404520991,158.651404520991
35:14.060,0,0.03,0.11,0,0.01,-0.01,-0.13,0,173.323579219086,149.674100408613,148.831158574089,158.646836441232,158.646836441232
35:14.071,0,0.02,0.08,-0.01,-0.08,-0.16,0.48,-0.01,173.355253676854,149.672697157919,148.857133818017,158.642268361472,174.951848038604
35:14.128,0,0.04,0,0,0.02,0.24,0.06,0,173.503767782415,149.76496103072,148.889776300363,158.72354842746,158.72354842746
35:14.140,0,0.01,0,0.02,-0.01,0,-0.14,-0.03,173.652281887975,149.857224903519,148.922418782709,158.804828493447,158.804828493447
35:14.153,0,0.01,0,0.02,-0.01,0,-0.14,-0.03,173.800795993535,149.949488776321,148.955061265056,158.886108559434,158.886108559434
35:14.165,-0.02,-0.01,-0.03,0.02,0,-0.13,-0.14,-0.03,173.901813665697,149.987389660363,148.978211401086,158.762844542843,158.762844542843
35:14.176,-0.02,-0.02,-0.03,-0.08,-0.09,-0.41,-0.18,-0.05,174.002831337861,150.025290544405,149.001361537117,158.639580526249,158.639580526249
35:14.221,-0.01,-0.03,-0.12,0,0.01,-0.04,0.04,0.01,173.880414093876,150.107158332656,149.115683183281,158.805802464452,158.805802464452
35:14.231,-0.01,-0.03,-0.12,0,0.01,-0.04,0.04,0.01,173.757996849887,150.189026120908,149.230004829442,158.972024402647,158.972024402647
35:14.241,-0.01,0,-0.05,0,0,0.07,0.14,0.02,173.6355796059,150.270893909157,149.344326475606,159.138246340852,159.138246340852
35:14.253,0,0,0.01,-0.01,-0.01,0.01,-0.06,-0.03,173.513162361913,150.35276169741,149.458648121774,159.304468279064,159.304468279064
35:14.263,0,0,0.01,-0.01,-0.01,0.01,-0.06,-0.03,173.390745117928,150.43462948566,149.572969767938,159.470690217269,159.470690217269
35:14.273,0,0.03,0.09,-0.01,-0.04,-0.06,0.21,0.08,173.418118456593,150.561897748641,149.631430633596,159.406932529152,159.406932529152
35:14.284,0,0,-0.03,0.01,0.02,0.18,-0.04,0,173.44549179526,150.689166011622,149.689891499256,159.343174841033,159.343174841033
35:14.329,0,0.02,0.11,-0.01,-0.05,-0.43,-0.29,0,173.527410368196,150.916239719565,149.719836729512,159.384036409205,159.384036409205
35:14.341,0,0,-0.03,0.01,0.04,0.27,0.06,0.01,173.609328941131,151.14331342751,149.749781959768,159.424897977378,159.424897977378
35:14.351,0,0,-0.03,0.01,0.04,0.27,0.06,0.01,173.691247514069,151.370387135452,149.779727190024,159.46575954555,159.46575954555
35:14.360,-0.02,-0.01,-0.03,-0.02,-0.03,-0.14,-0.35,-0.04,173.82968626378,151.380460067663,149.77260149084,159.477770341065,159.477770341065
35:14.371,-0.02,-0.01,-0.03,-0.02,-0.03,-0.14,-0.35,-0.04,173.968125013493,151.390532999873,149.765475791657,159.489781136579,159.489781136579
35:14.382,0,-0.02,-0.04,-0.01,-0.02,0.12,-0.12,0.01,174.106563763205,151.400605932084,149.758350092474,159.501791932094,159.501791932094
35:14.391,0,-0.02,-0.04,-0.01,-0.02,0.12,-0.12,0.01,174.245002512922,151.410678864295,149.75122439329,159.513802727609,159.513802727609
35:14.435,-0.01,-0.03,-0.16,-0.03,-0.02,-0.28,-0.14,-0.03,174.240855053878,151.403799136617,149.773018161781,159.544552842238,159.544552842238
35:14.447,-0.01,0.01,0.07,-0.01,0.06,0.34,-0.13,-0.02,174.236707594834,151.396919408938,149.794811930272,159.575302956868,159.575302956868
35:14.457,0,0.01,0.03,0,0,0.33,0.17,0.01,174.23256013579,151.39003968126,149.816605698763,159.606053071496,159.606053071496
35:14.467,0,0.01,0.03,0,0,0.33,0.17,0.01,174.588383632916,151.471958556765,149.882396527292,159.721571400069,159.721571400069
35:14.478,0.01,-0.02,-0.1,0.01,0.06,0.29,0.22,0.06,174.944207130036,151.553877432269,149.948187355822,159.837089728637,159.837089728637
35:14.490,0,-0.02,-0.05,0.05,0.04,-0.01,-0.03,0,175.300030627157,151.635796307773,150.013978184349,159.952608057209,159.952608057209
35:14.503,0.01,0,-0.05,0,-0.01,-0.09,0.22,0.04,175.655854124278,151.717715183277,150.079769012877,160.068126385779,160.068126385779
35:14.557,0,0,-0.04,0.01,-0.02,-0.22,0,0,176.011677621399,151.79963405878,150.145559841405,160.18364471435,176.902362470658
35:14.573,0.01,0,0.04,-0.01,0.02,0.04,-0.13,-0.03,175.91028358637,151.714943137506,150.09596505132,160.047112491597,160.047112491597
35:14.584,-0.02,-0.01,0,0,0,-0.22,-0.06,0.02,175.808889551341,151.63025221623,150.046370261235,159.910580268843,159.910580268843
35:14.594,-0.02,-0.01,0,0,0,-0.22,-0.06,0.02,175.707495516312,151.545561294955,149.99677547115,159.774048046091,159.774048046091
35:14.604,-0.01,-0.01,0,-0.01,-0.04,-0.09,-0.01,-0.01,175.606101481284,151.460870373681,149.947180681065,159.637515823342,159.637515823342
35:14.649,0,0,0,0,0.04,0.13,0,0.01,175.769892086939,151.50275963321,150.002970469962,159.710057096784,159.710057096784
35:14.657,0,0,0,0,0.04,0.13,0,0.01,175.93368269259,151.544648892738,150.058760258857,159.782598370226,159.782598370226
35:14.671,0,-0.01,-0.07,0,-0.02,0.01,-0.15,-0.05,176.097473298243,151.586538152266,150.114550047752,159.855139643667,159.855139643667
35:14.681,-0.01,0.04,0.11,0,-0.04,-0.1,0.06,0.01,176.2612639039,151.628427411796,150.170339836649,159.927680917108,159.927680917108
35:14.691,-0.01,0.04,0.11,0,-0.04,-0.1,0.06,0.01,176.644674346229,151.409246903371,150.153969936415,159.779659649197,159.779659649197
35:14.703,0,-0.04,-0.11,-0.03,-0.03,-0.04,0.12,0,177.028084788559,151.190066394942,150.137600036181,159.631638381285,159.631638381285
35:14.714,0,-0.04,-0.11,-0.03,-0.03,-0.04,0.12,0,177.411495230888,150.970885886516,150.121230135947,159.483617113376,159.483617113376
35:14.755,0,0.01,0,-0.01,-0.01,0.21,0.05,0.03,177.375406252663,150.428810953323,149.825387309058,159.235396450447,159.235396450447
35:14.765,0,-0.02,-0.05,0,0,0.13,0.06,0,177.339317274438,149.886736020126,149.52954448216,158.987175787523,158.987175787523
35:14.775,0,-0.02,-0.05,0,0,0.13,0.06,0,177.303228296212,149.344661086929,149.23370165527,158.738955124591,158.738955124591
35:14.785,0,0,0,0.02,0.04,0.01,0.12,0,177.267139317986,148.802586153732,148.93785882838,158.490734461655,158.490734461655
35:14.795,0,0,0,0.02,0.04,0.01,0.12,0,177.279482324001,148.940255383146,148.878462180315,158.579794900044,158.579794900044
35:14.806,-0.01,0,0.09,0,-0.01,0.04,0,0,177.291825330015,149.07792461256,148.819065532251,158.668855338434,158.668855338434
35:14.820,-0.01,0,0.09,0,-0.01,0.04,0,0,177.304168336029,149.215593841971,148.759668884186,158.75791577682,158.75791577682
35:14.831,-0.01,-0.01,0.03,-0.01,0,-0.06,-0.1,0.02,177.316511342044,149.353263071385,148.700272236119,158.846976215209,158.846976215209
35:14.875,0,-0.01,0,-0.02,-0.01,-0.12,-0.02,0.01,177.328854348058,149.490932300797,148.640875588056,158.936036653597,176.786960086922
35:14.887,-0.02,-0.02,0.1,0.02,0.02,0.21,0,-0.01,177.258031032788,149.333901877015,148.480803758706,158.861817237716,158.861817237716
35:14.898,0,0.02,0.08,0,-0.02,-0.07,0,-0.04,177.187207717519,149.176871453234,148.320731929362,158.787597821834,158.787597821834
35:14.908,-0.01,-0.01,-0.08,0,0,0.13,0.08,0,177.116384402249,149.019841029454,148.160660100013,158.713378405952,158.713378405952
35:14.921,0,0.01,0,0,0,0.05,0.02,-0.01,177.04556108698,148.862810605677,148.000588270666,158.639158990071,158.639158990071
35:14.932,0,0.01,0.01,0.02,-0.03,-0.09,-0.03,0,176.97473777171,148.705780181899,147.840516441318,158.564939574189,158.564939574189
35:14.984,-0.01,0.03,0.04,0,0.01,-0.08,-0.16,-0.02,176.691305768727,148.381913719157,147.667661855066,158.418403709711,158.418403709711
35:14.997,-0.01,0,-0.01,0,0.03,0.39,0.11,0.01,176.40787376574,148.058047256403,147.494807268809,158.271867845226,158.271867845226
35:15.008,0,0.01,0.04,0.01,-0.05,-0.08,0,-0.03,176.124441762753,147.734180793654,147.321952682556,158.125331980747,158.125331980747
35:15.019,-0.01,-0.01,-0.04,-0.02,0.02,0.11,-0.01,-0.04,175.841009759766,147.410314330911,147.149098096303,157.978796116266,157.978796116266
35:15.030,-0.01,-0.01,-0.04,-0.02,0.02,0.11,-0.01,-0.04,174.032203299095,147.503885991249,147.531516501884,157.967509359758,157.967509359758
35:15.041,0,0,0.01,0.02,0.02,-0.12,-0.12,-0.01,172.223396838424,147.597457651587,147.913934907469,157.95622260325,157.95622260325
35:15.083,-0.01,0.01,0.1,0,-0.04,-0.33,0.04,0,170.689771588077,147.491937777942,148.079959418672,158.184385028359,158.184385028359
35:15.094,-0.01,0.01,0.1,0,-0.04,-0.33,0.04,0,169.156146337744,147.386417904298,148.245983929875,158.412547453467,158.412547453467
35:15.106,0.01,-0.01,-0.08,0.04,0.04,0.21,-0.04,0,167.62252108744,147.280898030653,148.412008441079,158.640709878578,158.640709878578
35:15.117,-0.01,-0.01,-0.15,-0.02,-0.04,-0.03,-0.08,0,166.088895837049,147.175378157006,148.578032952286,158.868872303698,158.868872303698
35:15.127,-0.01,-0.01,-0.15,-0.02,-0.04,-0.03,-0.08,0,164.923496440548,147.005311661564,148.803984276903,158.873974960015,158.873974960015
35:15.137,-0.01,-0.01,-0.03,0,-0.01,0.02,0.06,0.01,163.758097044061,146.835245166119,149.029935601517,158.879077616332,158.879077616332
35:15.148,-0.02,-0.04,-0.07,-0.04,-0.04,0.23,-0.03,-0.05,162.59269764756,146.665178670675,149.255886926134,158.884180272649,158.884180272649
35:15.191,0,-0.01,-0.03,0,-0.01,0.21,0.04,0.02,162.213702589484,146.737106706235,149.354820803131,159.102613771873,159.102613771873
35:15.202,0,-0.03,-0.03,-0.04,0.05,0.26,0,0.03,161.834707531416,146.809034741793,149.453754680128,159.321047271096,159.321047271096
35:15.215,0,-0.03,-0.03,-0.04,0.05,0.26,0,0.03,161.45571247334,146.880962777352,149.552688557123,159.53948077032,159.53948077032
35:15.225,0,-0.02,-0.08,-0.02,0.01,-0.04,-0.23,-0.02,159.858381443075,147.006190547349,149.844539668575,159.652580232681,159.652580232681
